X;Y;Z;R;G;B;viz100;viz50;viz100trees;treedist;t
905.694;4.5;-169.416;0.498;0.012;0.659;1010;505;1010;70.076;0
905.873;4.5;-166.521;0.498;0.012;0.659;1001;491;1001;72.9;0
906.051;4.5;-163.626;0.498;0.012;0.659;1005;483;1005;75.727;0
906.23;4.5;-160.731;0.498;0.012;0.659;997;464;997;78.559;0
906.409;4.5;-157.836;0.498;0.012;0.659;1008;445;1008;81.397;0
830.617;4.5;-172.999;0.31;0.02;0.604;539;337;539;59.501;0
833.489;4.5;-173.174;0.302;0.02;0.604;527;336;527;59.982;0
836.362;4.5;-173.35;0.302;0.02;0.604;529;349;529;60.558;0
839.234;4.5;-173.526;0.302;0.02;0.604;530;362;530;61.26;0
842.107;4.5;-173.702;0.294;0.02;0.6;520;372;520;61.505;0
844.98;4.5;-173.878;0.294;0.02;0.6;520;381;520;61.459;0
847.852;4.5;-174.053;0.29;0.02;0.6;515;388;515;61.416;0
850.725;4.5;-174.229;0.298;0.02;0.6;523;403;523;61.509;0
853.598;4.5;-174.405;0.298;0.02;0.6;525;410;525;61.736;0
856.47;4.5;-174.581;0.298;0.02;0.6;523;414;523;62.095;0
859.343;4.5;-174.757;0.294;0.02;0.6;521;420;521;62.168;0
862.216;4.5;-174.932;0.298;0.02;0.6;523;413;523;61.891;0
865.088;4.5;-175.108;0.298;0.02;0.6;524;405;524;61.747;0
867.961;4.5;-175.284;0.298;0.02;0.6;523;399;523;61.737;0
870.833;4.5;-175.46;0.298;0.02;0.6;523;391;523;61.862;0
873.706;4.5;-175.635;0.302;0.02;0.604;529;383;529;61.908;0
876.579;4.5;-175.811;0.302;0.02;0.604;530;375;530;61.688;0
879.451;4.5;-175.987;0.302;0.02;0.604;531;365;531;61.602;0
882.324;4.5;-176.163;0.302;0.02;0.604;530;352;530;61.55;0
885.197;4.5;-176.339;0.298;0.02;0.6;522;333;522;61.502;0
888.069;4.5;-176.514;0.302;0.02;0.604;532;331;532;61.551;0
889.889;4.5;-178.521;0.329;0.02;0.612;569;390;569;59.538;0
889.719;4.5;-181.298;0.337;0.02;0.612;577;384;577;56.83;0
889.549;4.5;-184.075;0.353;0.02;0.616;602;391;602;54.129;0
889.379;4.5;-186.852;0.373;0.016;0.624;630;398;630;51.437;0
889.209;4.5;-189.63;0.384;0.016;0.627;652;400;652;48.756;0
889.039;4.5;-192.407;0.408;0.016;0.631;688;411;688;46.086;0
888.869;4.5;-195.184;0.431;0.016;0.639;729;422;729;43.43;0
888.699;4.5;-197.961;0.455;0.012;0.647;777;435;777;40.791;0
888.529;4.5;-200.739;0.475;0.012;0.651;829;444;829;38.173;0
888.359;4.5;-203.516;0.494;0.012;0.659;913;460;910;35.579;0
888.189;4.5;-206.293;0.498;0.012;0.659;1006;486;1004;33.006;0
888.019;4.5;-209.071;0.518;0.031;0.647;1143;540;1139;30.431;0
885.968;4.5;-210.84;0.667;0.161;0.553;1500;502;1497;28.405;0
883.096;4.5;-210.664;0.655;0.149;0.561;1475;492;1473;28.217;0
880.223;4.5;-210.488;0.647;0.141;0.565;1457;486;1455;28.32;0
877.35;4.5;-210.312;0.639;0.133;0.573;1440;486;1439;28.286;0
874.478;4.5;-210.137;0.631;0.129;0.576;1430;484;1430;28.445;0
871.605;4.5;-209.961;0.627;0.125;0.576;1420;481;1420;28.799;0
868.732;4.5;-209.785;0.627;0.125;0.58;1415;478;1415;28.721;0
865.86;4.5;-209.609;0.624;0.122;0.58;1411;475;1411;28.452;0
862.987;4.5;-209.433;0.62;0.118;0.584;1400;472;1400;28.473;0
860.115;4.5;-209.258;0.62;0.118;0.584;1399;474;1399;28.783;0
857.242;4.5;-209.082;0.62;0.118;0.584;1399;473;1399;28.65;0
854.369;4.5;-208.906;0.62;0.122;0.58;1406;474;1405;28.607;0
851.497;4.5;-208.73;0.624;0.122;0.58;1412;477;1411;28.736;0
848.624;4.5;-208.554;0.627;0.125;0.576;1419;481;1419;28.844;0
845.751;4.5;-208.379;0.635;0.133;0.573;1432;483;1432;28.646;0
842.879;4.5;-208.203;0.639;0.137;0.569;1447;485;1445;28.466;0
840.006;4.5;-208.027;0.651;0.149;0.565;1468;488;1467;28.162;0
837.133;4.5;-207.851;0.663;0.157;0.557;1488;489;1486;28.151;0
834.261;4.5;-207.675;0.671;0.165;0.553;1505;487;1501;28.433;0
831.388;4.5;-207.5;0.682;0.176;0.545;1534;491;1528;28.106;0
828.516;4.5;-207.324;0.698;0.188;0.533;1568;501;1562;27.115;0
826.696;4.5;-205.318;0.545;0.055;0.627;1233;559;1230;28.306;0
826.866;4.5;-202.54;0.51;0.02;0.651;1089;503;1085;30.831;0
827.036;4.5;-199.763;0.498;0.012;0.659;999;480;994;33.397;0
827.206;4.5;-196.986;0.494;0.012;0.659;926;462;925;35.994;0
827.376;4.5;-194.209;0.486;0.012;0.655;878;457;877;38.618;0
827.546;4.5;-191.431;0.475;0.012;0.651;832;449;832;41.262;0
827.716;4.5;-188.654;0.455;0.012;0.647;781;433;780;43.923;0
827.886;4.5;-185.877;0.435;0.016;0.639;736;421;732;46.599;0
828.056;4.5;-183.1;0.416;0.016;0.635;699;416;692;49.286;0
828.226;4.5;-180.322;0.392;0.016;0.627;661;406;656;51.984;0
828.396;4.5;-177.545;0.373;0.016;0.624;633;403;630;54.69;0
828.566;4.5;-174.768;0.361;0.02;0.62;612;409;612;57.403;0
791.031;4.5;-148.742;0.282;0.02;0.596;505;201;505;79.8;0
793.801;4.5;-148.915;0.184;0.024;0.569;362;170;362;80.026;0
796.571;4.5;-149.088;0.149;0.027;0.561;312;163;312;80.334;0
799.341;4.5;-149.262;0.145;0.027;0.557;304;163;304;80.718;0
802.111;4.5;-149.435;0.141;0.027;0.557;299;163;299;81.195;0
804.881;4.5;-149.608;0.145;0.027;0.557;303;163;303;80.819;0
807.651;4.5;-149.781;0.153;0.027;0.561;314;164;314;80.504;0
810.42;4.5;-149.954;0.184;0.024;0.569;362;172;362;80.284;0
813.19;4.5;-150.127;0.302;0.02;0.604;531;203;531;80.16;0
814.951;4.5;-152.192;0.502;0.016;0.659;1037;467;1037;78.196;0
814.768;4.5;-155.088;0.502;0.016;0.659;1030;484;1030;75.321;0
814.584;4.5;-157.984;0.502;0.016;0.659;1039;503;1039;72.448;0
814.4;4.5;-160.879;0.498;0.012;0.659;1025;516;1025;69.577;0
814.217;4.5;-163.775;0.502;0.016;0.659;1039;529;1039;66.71;0
814.033;4.5;-166.671;0.498;0.012;0.659;1013;527;1013;63.845;0
813.849;4.5;-169.566;0.498;0.012;0.659;986;532;986;60.984;0
813.666;4.5;-172.462;0.498;0.012;0.659;975;531;975;58.127;0
813.482;4.5;-175.357;0.482;0.012;0.655;865;506;862;55.274;0
813.298;4.5;-178.253;0.459;0.012;0.647;793;498;789;52.427;0
813.115;4.5;-181.149;0.451;0.016;0.647;776;494;772;49.586;0
812.931;4.5;-184.044;0.435;0.016;0.643;742;455;739;46.753;0
812.747;4.5;-186.94;0.443;0.016;0.643;757;453;757;43.928;0
812.564;4.5;-189.836;0.459;0.012;0.647;787;460;787;41.114;0
812.38;4.5;-192.731;0.471;0.012;0.651;822;461;822;38.313;0
812.196;4.5;-195.627;0.482;0.012;0.655;854;461;854;35.529;0
812.013;4.5;-198.523;0.49;0.012;0.655;896;476;896;32.764;0
811.829;4.5;-201.418;0.498;0.012;0.659;983;502;983;30.026;0
811.645;4.5;-204.314;0.525;0.035;0.643;1167;553;1167;27.321;0
809.692;4.5;-206.146;0.761;0.243;0.494;1726;507;1720;25.62;0
807.03;4.5;-205.979;0.769;0.251;0.49;1745;500;1737;25.986;0
804.367;4.5;-205.813;0.769;0.251;0.49;1751;492;1741;26.616;0
801.705;4.5;-205.647;0.776;0.259;0.486;1773;492;1761;27.491;0
799.042;4.5;-205.48;0.78;0.263;0.482;1799;495;1782;28.589;0
796.38;4.5;-205.314;0.788;0.267;0.478;1827;496;1805;27.824;0
793.718;4.5;-205.147;0.796;0.275;0.475;1866;502;1837;26.797;0
791.055;4.5;-204.981;0.8;0.278;0.471;1965;517;1921;25.878;0
788.773;4.5;-203.652;0.714;0.204;0.525;1603;465;1549;26.362;0
787.683;4.5;-201.675;0.643;0.137;0.569;1448;415;1375;27.921;0
786.594;4.5;-199.698;0.62;0.118;0.584;1402;429;1329;29.537;0
786.08;4.5;-196.987;0.549;0.055;0.627;1234;482;1163;32.014;0
786.264;4.5;-194.086;0.502;0.016;0.659;1033;449;973;34.814;0
786.448;4.5;-191.185;0.498;0.012;0.659;979;470;930;37.63;0
786.632;4.5;-188.284;0.498;0.012;0.659;983;509;941;40.46;0
786.816;4.5;-185.383;0.506;0.02;0.655;1077;563;1043;43.299;0
787;4.5;-182.482;0.522;0.035;0.643;1157;617;1135;46.147;0
787.184;4.5;-179.582;0.518;0.027;0.647;1136;613;1119;49.002;0
787.368;4.5;-176.681;0.514;0.027;0.647;1121;605;1113;51.862;0
787.552;4.5;-173.78;0.51;0.024;0.651;1109;600;1098;54.728;0
787.736;4.5;-170.879;0.51;0.024;0.651;1100;598;1091;57.597;0
787.92;4.5;-167.978;0.506;0.02;0.655;1084;598;1078;60.47;0
788.104;4.5;-165.078;0.506;0.016;0.655;1068;591;1064;63.346;0
788.288;4.5;-162.177;0.502;0.016;0.655;1060;584;1056;66.225;0
788.472;4.5;-159.276;0.502;0.016;0.655;1048;567;1044;69.106;0
788.656;4.5;-156.375;0.502;0.016;0.655;1051;543;1048;71.989;0
788.84;4.5;-153.474;0.502;0.016;0.655;1042;510;1038;74.874;0
789.024;4.5;-150.573;0.502;0.016;0.659;1034;468;1032;77.761;0
718.8;4.5;-165.656;0.322;0.02;0.608;557;379;557;59.28;0
721.646;4.5;-165.827;0.306;0.02;0.604;533;362;533;59.582;0
724.492;4.5;-165.999;0.298;0.02;0.6;525;365;525;59.827;0
727.338;4.5;-166.17;0.294;0.02;0.6;519;374;519;59.781;0
730.184;4.5;-166.342;0.294;0.02;0.6;520;382;520;59.556;0
733.03;4.5;-166.513;0.29;0.02;0.6;514;388;514;59.467;0
735.876;4.5;-166.685;0.29;0.02;0.6;515;392;515;59.515;0
738.722;4.5;-166.856;0.294;0.02;0.6;518;392;518;59.276;0
741.567;4.5;-167.028;0.294;0.02;0.6;519;378;519;59.137;0
744.413;4.5;-167.2;0.294;0.02;0.6;520;394;520;59.136;0
747.259;4.5;-167.371;0.306;0.02;0.604;534;410;534;59.272;0
750.105;4.5;-167.543;0.337;0.02;0.612;582;454;582;59.544;0
752.626;4.5;-169.14;0.294;0.02;0.6;520;510;520;57.989;0
754.007;4.5;-171.647;0.275;0.02;0.596;494;490;494;55.435;0
755.387;4.5;-174.154;0.271;0.024;0.592;488;486;488;52.913;0
756.768;4.5;-176.661;0.271;0.024;0.592;485;483;485;50.426;0
758.148;4.5;-179.169;0.267;0.024;0.592;483;479;483;47.982;0
759.529;4.5;-181.676;0.165;0.027;0.561;332;144;332;45.586;0
760.909;4.5;-184.183;0.184;0.024;0.569;365;158;364;43.247;0
762.29;4.5;-186.69;0.212;0.024;0.576;405;169;402;40.963;0
763.67;4.5;-189.197;0.243;0.024;0.584;446;182;443;38.688;0
765.051;4.5;-191.704;0.278;0.02;0.596;498;199;496;36.495;0
766.431;4.5;-194.212;0.322;0.02;0.608;556;222;554;34.4;0
767.812;4.5;-196.719;0.376;0.016;0.624;639;245;634;32.363;0
769.192;4.5;-199.226;0.439;0.016;0.643;746;275;732;29.933;0
770.573;4.5;-201.733;0.502;0.016;0.655;1050;334;985;27.442;0
769.333;4.5;-203.637;0.859;0.384;0.396;2336;614;2154;25.746;0
766.411;4.5;-203.456;0.843;0.357;0.416;2281;617;2113;25.909;0
763.488;4.5;-203.276;0.839;0.349;0.42;2257;629;2091;25.527;0
760.566;4.5;-203.096;0.839;0.349;0.424;2255;646;2087;25.361;0
757.644;4.5;-202.915;0.835;0.341;0.427;2237;659;2080;25.369;0
754.721;4.5;-202.735;0.835;0.341;0.427;2239;668;2082;25.665;0
751.799;4.5;-202.554;0.835;0.345;0.424;2247;671;2090;26.286;0
748.877;4.5;-202.374;0.831;0.337;0.427;2232;669;2084;26.557;0
745.954;4.5;-202.194;0.831;0.337;0.431;2226;665;2069;25.834;0
743.032;4.5;-202.013;0.827;0.333;0.431;2217;657;2068;25.429;0
740.11;4.5;-201.833;0.827;0.329;0.435;2207;653;2070;25.358;0
737.187;4.5;-201.653;0.827;0.329;0.435;2208;653;2084;25.624;0
734.265;4.5;-201.472;0.827;0.329;0.435;2209;654;2089;26.071;0
731.343;4.5;-201.292;0.827;0.333;0.431;2216;653;2088;25.912;0
728.42;4.5;-201.111;0.831;0.333;0.431;2223;652;2082;26.083;0
725.498;4.5;-200.931;0.835;0.341;0.427;2240;654;2085;26.174;0
722.576;4.5;-200.751;0.843;0.353;0.416;2272;658;2117;25.945;0
719.653;4.5;-200.57;0.847;0.365;0.408;2298;657;2126;26.007;0
716.731;4.5;-200.39;0.851;0.369;0.408;2306;656;2127;26.174;0
713.809;4.5;-200.21;0.855;0.376;0.4;2325;662;2134;26.019;0
710.886;4.5;-200.029;0.867;0.4;0.384;2367;663;2175;25.921;0
707.964;4.5;-199.849;0.882;0.431;0.361;2434;680;2236;26.152;0
706.509;4.5;-197.722;0.706;0.196;0.529;1583;614;1436;27.999;0
707.41;4.5;-194.956;0.616;0.118;0.584;1396;560;1276;30.708;0
708.311;4.5;-192.19;0.573;0.078;0.612;1300;558;1199;33.336;0
709.212;4.5;-189.424;0.541;0.051;0.631;1219;555;1135;35.863;0
710.113;4.5;-186.658;0.518;0.027;0.647;1128;544;1060;38.445;0
711.014;4.5;-183.892;0.502;0.016;0.655;1055;539;999;41.07;0
711.915;4.5;-181.127;0.498;0.012;0.659;991;520;948;43.731;0
712.816;4.5;-178.361;0.494;0.012;0.659;925;504;902;46.422;0
713.718;4.5;-175.595;0.486;0.012;0.655;874;495;859;49.137;0
714.619;4.5;-172.829;0.478;0.012;0.655;846;484;829;51.874;0
715.52;4.5;-170.063;0.471;0.012;0.651;817;475;803;54.629;0
716.421;4.5;-167.297;0.463;0.012;0.647;801;481;789;57.398;0
677.184;4.5;-197.675;0.89;0.447;0.353;2462;684;2298;26.501;0
674.271;4.5;-197.495;0.878;0.424;0.369;2418;642;2256;26.398;0
671.357;4.5;-197.316;0.882;0.431;0.361;2434;643;2270;26.561;0
668.444;4.5;-197.136;0.886;0.435;0.361;2441;635;2257;26.694;0
665.531;4.5;-196.956;0.882;0.431;0.361;2437;631;2249;26.414;0
662.617;4.5;-196.776;0.886;0.435;0.361;2443;634;2244;26.383;0
659.704;4.5;-196.596;0.878;0.427;0.365;2422;641;2234;26.039;0
656.791;4.5;-196.416;0.878;0.424;0.369;2417;653;2223;26.02;0
653.877;4.5;-196.237;0.882;0.431;0.361;2435;669;2233;26.327;0
650.964;4.5;-196.057;0.894;0.451;0.349;2471;683;2256;26.346;0
648.05;4.5;-195.877;0.906;0.475;0.333;2520;700;2280;26.427;0
645.137;4.5;-195.697;0.91;0.478;0.329;2527;712;2295;26.712;0
642.224;4.5;-195.517;0.918;0.494;0.318;2562;730;2329;26.964;0
640.389;4.5;-193.499;0.765;0.247;0.49;1739;607;1567;28.415;0
640.57;4.5;-190.705;0.659;0.153;0.557;1486;566;1324;31.022;0
640.751;4.5;-187.911;0.565;0.071;0.62;1276;553;1139;33.66;0
640.931;4.5;-185.116;0.533;0.043;0.635;1191;565;1065;36.322;0
641.112;4.5;-182.322;0.529;0.039;0.639;1177;607;1058;39.004;0
643.084;4.5;-180.542;0.447;0.016;0.643;762;693;762;41.014;0
645.788;4.5;-180.709;0.416;0.016;0.635;703;637;703;40.928;0
648.492;4.5;-180.876;0.412;0.016;0.635;693;613;693;40.665;0
651.196;4.5;-181.043;0.42;0.016;0.635;708;604;708;40.572;0
653.9;4.5;-181.209;0.412;0.016;0.635;698;574;698;40.569;0
656.603;4.5;-181.376;0.408;0.016;0.631;691;546;691;40.318;0
659.307;4.5;-181.543;0.408;0.016;0.631;688;519;688;40.247;0
662.011;4.5;-181.71;0.412;0.016;0.635;693;496;693;40.359;0
664.715;4.5;-181.877;0.408;0.016;0.631;688;475;688;40.447;0
667.419;4.5;-182.044;0.404;0.016;0.631;681;448;681;40.468;0
668.7;4.5;-181.144;0.408;0.016;0.631;690;434;690;41.464;0
669.571;4.5;-178.491;0.424;0.016;0.639;720;432;720;44.091;0
670.441;4.5;-175.838;0.443;0.016;0.643;755;429;755;46.737;0
671.312;4.5;-173.185;0.471;0.012;0.651;822;430;822;49.399;0
672.183;4.5;-170.532;0.475;0.012;0.651;831;425;831;52.075;0
673.053;4.5;-167.879;0.471;0.012;0.651;823;414;823;54.762;0
673.924;4.5;-165.226;0.475;0.012;0.651;828;410;828;57.459;0
674.795;4.5;-162.573;0.467;0.012;0.651;812;386;812;60.165;0
675.665;4.5;-159.92;0.463;0.012;0.647;802;380;802;62.879;0
676.536;4.5;-157.267;0.459;0.012;0.647;795;373;795;65.599;0
675.999;4.5;-156.51;0.459;0.012;0.647;794;374;794;66.222;0
673.166;4.5;-156.339;0.463;0.012;0.647;798;386;798;65.908;0
670.334;4.5;-156.167;0.467;0.012;0.651;807;405;807;65.714;0
667.501;4.5;-155.996;0.471;0.012;0.651;818;431;818;65.643;0
664.668;4.5;-155.825;0.475;0.012;0.651;832;476;831;65.695;0
661.835;4.5;-155.653;0.478;0.012;0.655;848;546;847;65.755;0
659.002;4.5;-155.482;0.486;0.012;0.655;870;581;868;65.759;0
656.169;4.5;-155.311;0.49;0.012;0.655;890;604;886;65.886;0
653.336;4.5;-155.139;0.494;0.012;0.659;921;624;918;66.041;0
650.503;4.5;-154.968;0.498;0.012;0.659;956;650;954;66.077;0
647.67;4.5;-154.797;0.498;0.012;0.659;979;662;974;66.234;0
644.837;4.5;-154.625;0.502;0.016;0.655;1054;721;1048;66.356;0
643.036;4.5;-152.605;0.494;0.012;0.659;906;567;900;68.116;0
643.204;4.5;-149.795;0.486;0.012;0.655;874;530;869;70.896;0
643.373;4.5;-146.984;0.482;0.012;0.655;865;515;860;73.68;0
643.542;4.5;-144.173;0.482;0.012;0.655;865;493;860;76.465;0
643.71;4.5;-141.363;0.49;0.012;0.655;888;474;883;79.253;0
645.773;4.5;-139.576;0.263;0.024;0.592;477;313;477;81.246;0
648.671;4.5;-139.752;0.239;0.024;0.584;445;286;445;81.12;0
651.568;4.5;-139.928;0.239;0.024;0.584;443;283;443;80.993;0
654.466;4.5;-140.104;0.235;0.024;0.584;439;276;439;80.969;0
657.364;4.5;-140.279;0.224;0.024;0.58;423;261;423;80.777;0
660.262;4.5;-140.455;0.22;0.024;0.58;416;253;416;80.682;0
663.159;4.5;-140.631;0.216;0.024;0.576;409;247;409;80.647;0
666.057;4.5;-140.807;0.212;0.024;0.576;402;243;402;80.517;0
668.955;4.5;-140.983;0.208;0.024;0.576;398;243;398;80.492;0
671.852;4.5;-141.158;0.208;0.024;0.576;397;243;397;80.571;0
674.75;4.5;-141.334;0.204;0.024;0.576;395;243;395;80.755;0
677.648;4.5;-141.51;0.204;0.024;0.573;393;243;393;81.043;0
680.546;4.5;-141.686;0.2;0.024;0.573;390;243;390;81.223;0
683.443;4.5;-141.862;0.204;0.024;0.576;394;245;394;81.021;0
686.341;4.5;-142.037;0.208;0.024;0.576;398;248;398;80.923;0
689.239;4.5;-142.213;0.216;0.024;0.576;411;251;411;80.929;0
692.137;4.5;-142.389;0.251;0.024;0.588;462;257;462;81.04;0
695.034;4.5;-142.565;0.376;0.016;0.624;637;282;637;81.002;0
696.46;4.5;-144.732;0.545;0.051;0.631;1226;505;1218;78.85;0
695.524;4.5;-147.58;0.545;0.055;0.627;1231;528;1223;76.026;0
694.588;4.5;-150.428;0.549;0.059;0.627;1243;555;1235;73.216;0
693.652;4.5;-153.276;0.545;0.055;0.627;1232;570;1224;70.421;0
692.717;4.5;-156.124;0.549;0.055;0.627;1239;579;1230;67.635;0
691.781;4.5;-158.972;0.545;0.051;0.631;1226;579;1217;64.718;0
690.845;4.5;-161.821;0.549;0.059;0.627;1241;589;1233;61.809;0
689.909;4.5;-164.669;0.557;0.063;0.624;1260;596;1243;58.909;0
688.973;4.5;-167.517;0.565;0.071;0.616;1284;593;1228;56.019;0
688.037;4.5;-170.365;0.576;0.078;0.612;1304;596;1232;53.14;0
687.101;4.5;-173.213;0.592;0.094;0.6;1343;602;1258;50.276;0
686.166;4.5;-176.061;0.608;0.11;0.588;1381;609;1282;47.429;0
685.23;4.5;-178.909;0.612;0.11;0.588;1383;602;1272;44.601;0
684.294;4.5;-181.757;0.62;0.118;0.584;1401;610;1290;41.796;0
683.358;4.5;-184.606;0.643;0.141;0.569;1454;623;1339;39.021;0
682.422;4.5;-187.454;0.675;0.165;0.549;1513;629;1395;36.281;0
681.486;4.5;-190.302;0.722;0.212;0.518;1622;643;1495;33.585;0
680.551;4.5;-193.15;0.741;0.227;0.506;1671;647;1537;30.945;0
679.615;4.5;-195.998;0.796;0.275;0.475;1864;702;1720;28.376;0
593.322;4.5;-325.479;0.498;0.012;0.659;972;337;972;93.822;0
593.495;4.5;-322.684;0.494;0.012;0.659;925;337;925;91.075;0
593.667;4.5;-319.889;0.494;0.012;0.659;932;383;932;88.294;0
593.84;4.5;-317.094;0.498;0.012;0.659;990;462;988;85.512;0
594.012;4.5;-314.3;0.525;0.035;0.643;1162;571;1158;82.732;0
596.076;4.5;-312.522;0.82;0.314;0.443;2167;881;2163;80.657;0
598.971;4.5;-312.698;0.824;0.318;0.443;2178;856;2175;80.227;0
601.866;4.5;-312.874;0.824;0.322;0.439;2191;836;2186;79.9;0
604.762;4.5;-313.051;0.827;0.325;0.435;2201;821;2198;79.677;0
607.657;4.5;-313.227;0.827;0.329;0.435;2207;806;2202;79.56;0
610.553;4.5;-313.403;0.824;0.322;0.439;2188;795;2184;79.548;0
613.448;4.5;-313.579;0.816;0.31;0.447;2149;786;2147;79.642;0
616.344;4.5;-313.755;0.812;0.302;0.455;2123;774;2122;79.841;0
619.239;4.5;-313.931;0.808;0.294;0.459;2098;763;2097;79.964;0
622.135;4.5;-314.108;0.808;0.29;0.463;2073;756;2073;79.624;0
625.03;4.5;-314.284;0.804;0.286;0.467;2044;750;2044;79.124;0
627.926;4.5;-314.46;0.804;0.282;0.467;2033;758;2033;78.726;0
630.821;4.5;-314.636;0.804;0.282;0.467;2028;777;2028;78.433;0
633.717;4.5;-314.812;0.804;0.286;0.463;2057;813;2057;78.247;0
636.612;4.5;-314.988;0.808;0.29;0.463;2069;837;2069;78.167;0
639.508;4.5;-315.165;0.812;0.298;0.459;2103;862;2102;78.196;0
642.403;4.5;-315.341;0.808;0.294;0.459;2085;877;2083;78.332;0
645.299;4.5;-315.517;0.816;0.31;0.451;2147;905;2143;78.574;0
646.74;4.5;-317.634;0.518;0.027;0.647;1136;581;1133;80.748;0
645.837;4.5;-320.382;0.498;0.012;0.659;985;495;983;83.428;0
644.934;4.5;-323.13;0.498;0.012;0.659;954;460;954;86.123;0
644.031;4.5;-325.878;0.498;0.012;0.659;960;427;960;88.829;0
643.128;4.5;-328.626;0.498;0.012;0.659;981;408;981;91.547;0
640.746;4.5;-330.256;0.49;0.012;0.659;902;465;902;93.172;0
637.895;4.5;-330.083;0.486;0.012;0.655;869;435;869;93.082;0
635.044;4.5;-329.911;0.482;0.012;0.655;861;426;861;93.08;0
632.193;4.5;-329.738;0.478;0.012;0.655;845;410;845;93.166;0
629.342;4.5;-329.565;0.475;0.012;0.651;836;402;836;93.339;0
626.491;4.5;-329.392;0.475;0.012;0.651;829;400;829;93.599;0
623.64;4.5;-329.22;0.471;0.012;0.651;823;401;823;93.945;0
620.789;4.5;-329.047;0.471;0.012;0.651;822;400;822;94.377;0
617.938;4.5;-328.874;0.471;0.012;0.651;820;398;820;94.819;0
615.087;4.5;-328.701;0.471;0.012;0.651;821;400;821;94.674;0
612.236;4.5;-328.529;0.471;0.012;0.651;820;404;820;94.519;0
609.385;4.5;-328.356;0.467;0.012;0.651;814;410;814;94.451;0
606.534;4.5;-328.183;0.467;0.012;0.651;806;418;806;94.468;0
603.683;4.5;-328.01;0.463;0.012;0.647;798;425;798;94.572;0
600.832;4.5;-327.838;0.459;0.012;0.647;791;434;791;94.762;0
597.981;4.5;-327.665;0.459;0.012;0.647;790;446;790;95.038;0
595.13;4.5;-327.492;0.459;0.012;0.647;792;462;792;95.398;0
751.101;4.5;-281.862;0.486;0.012;0.655;882;484;882;43.427;0
748.326;4.5;-281.691;0.494;0.012;0.659;911;517;911;43.727;0
745.55;4.5;-281.519;0.498;0.012;0.659;966;565;966;43.582;0
742.775;4.5;-281.348;0.498;0.012;0.659;990;603;990;43.614;0
740;4.5;-281.177;0.498;0.012;0.659;1006;647;1006;43.822;0
737.224;4.5;-281.005;0.498;0.012;0.659;1015;674;1015;44.125;0
734.449;4.5;-280.834;0.502;0.016;0.659;1030;691;1030;44.207;0
731.674;4.5;-280.663;0.502;0.016;0.655;1048;717;1048;43.96;0
728.898;4.5;-280.491;0.51;0.02;0.651;1092;737;1092;43.887;0
727.129;4.5;-278.479;0.541;0.047;0.631;1212;571;1163;42.085;0
727.301;4.5;-275.684;0.537;0.047;0.635;1201;497;1147;39.36;0
727.474;4.5;-272.889;0.557;0.067;0.62;1263;457;1201;36.647;0
727.646;4.5;-270.095;0.604;0.106;0.592;1370;446;1297;33.948;0
727.819;4.5;-267.3;0.69;0.18;0.537;1550;501;1463;31.266;0
729.93;4.5;-265.527;0.871;0.404;0.38;2380;691;2235;29.382;0
732.919;4.5;-265.711;0.859;0.384;0.396;2337;677;2192;29.504;0
735.909;4.5;-265.896;0.847;0.365;0.408;2298;663;2159;29.789;0
738.898;4.5;-266.08;0.839;0.349;0.42;2257;655;2121;29.675;0
741.888;4.5;-266.265;0.827;0.329;0.431;2214;648;2081;29.306;0
744.878;4.5;-266.449;0.82;0.318;0.443;2173;642;2045;29.099;0
747.867;4.5;-266.634;0.816;0.306;0.451;2131;636;2005;29.178;0
750.857;4.5;-266.818;0.808;0.298;0.459;2101;631;1970;29.322;0
753.846;4.5;-267.003;0.808;0.294;0.459;2086;629;1956;28.94;0
756.836;4.5;-267.187;0.804;0.29;0.463;2067;630;1933;28.555;0
759.826;4.5;-267.372;0.808;0.29;0.463;2074;639;1941;28.48;0
762.815;4.5;-267.556;0.808;0.29;0.463;2076;654;1954;28.646;0
765.805;4.5;-267.741;0.816;0.306;0.451;2131;693;2010;28.937;0
767.678;4.5;-269.814;0.816;0.31;0.447;2151;784;2071;31.062;0
767.499;4.5;-272.715;0.8;0.282;0.471;2005;738;1947;33.723;0
767.32;4.5;-275.617;0.8;0.278;0.471;1954;740;1902;36.422;0
767.141;4.5;-278.519;0.796;0.275;0.475;1876;727;1821;39.151;0
766.962;4.5;-281.42;0.788;0.267;0.478;1819;730;1770;41.904;0
766.783;4.5;-284.322;0.776;0.255;0.486;1768;730;1713;44.677;0
766.604;4.5;-287.224;0.761;0.243;0.494;1722;728;1675;47.465;0
766.425;4.5;-290.125;0.745;0.231;0.506;1678;723;1637;50.267;0
766.246;4.5;-293.027;0.729;0.22;0.514;1642;723;1609;53.08;0
766.067;4.5;-295.928;0.667;0.161;0.553;1500;693;1472;55.903;0
765.887;4.5;-298.83;0.627;0.125;0.576;1420;677;1400;58.734;0
765.708;4.5;-301.732;0.6;0.102;0.596;1360;682;1354;61.573;0
765.529;4.5;-304.633;0.584;0.09;0.604;1328;684;1321;64.417;0
765.35;4.5;-307.535;0.569;0.075;0.616;1285;680;1280;67.267;0
765.171;4.5;-310.436;0.561;0.067;0.62;1272;677;1267;70.121;0
764.992;4.5;-313.338;0.565;0.071;0.62;1276;689;1271;72.98;0
